Sexo,Edad,Colegio,Ciudad/Cantón,Tiempo libre,Uso de equipos para ver contenido audiovisual,Importancia propia,Compras,Importancia de relaciones sociales,Cratividad ,Vida diaria en redes sociales,R Social mas usada,Por qué la preferencai ,Dispositivo E usado,Info (de que manera buscas),Marca o nombre que se te venga a la cabeza (Video),Marca o nombre que se te venga a la cabeza (musica),Marca o nombre que se te venga a la cabeza (informarte),Marca o nombre que se te venga a la cabeza (entretenimiento),Edad (1 dispositivo electronico),Palabra trabajo ,Al terminar el colegio ,Tener primer trabajo ,Prefeririras ser ,Permanencia en primer trabajo,Aspiraciones salariales,Incentivo de producto (Exclusivo),Incentivo de producto (Reciclado),Incentivo de producto (Aporte al medio ambiente),Incentivo de producto (personalizado),Incentivo de producto (Económico),Pensamiento (A-D),Vinculas éxito personal,Cuanto gastas en un antojo ,Mencion en tus redes sociales ,Puedes llegar a un publico especifico en una red social ,Acpertar difundir contenido en una RS,Demostracion de un producto en publico ,"Informacion de los influencers, piensas:","Toma de decisión, consideras a los influencers ",Que contenido prefieres ver en influencers ,Influencers nacionales,Influencers Nacionales ,Influencers internacionales ,Influencers Internacionales ,Cómo te ves en 10 años ,Estas de acuerdo con: Aborto ,Matrimonio igualitario,Eutanasia,La pena de muerte ,Donación de órganos ,El matrimonio para toda la vida ,La enseñanza religiosa en las escuelas 
Masculino,14,Provincias Unidas del Ecuador,Guayaquil ,internet,Televisón,Conocimientos,Desacuerdo,Indiferente,5,Necesarias,Instagram ,Distracción,Celular ,Buscador,Youtube ,Youtube ,Google,Series,13,Dinero,Ninguna ,Apenas esté graduado/a del colegio,Un emprendedor ,De un año a año y medio ,De $451 a $550,2,4,3,1,1,Es importante pero hay que pensar también en el presente,A logros académicos ,$10.01 - $20,Probablemente no ,No ,Tal vez por algo extra (Dinero),No lo haría,Lo tomas en consideración ,Poco importante ,Deporte ,Logan y logan,Felipe Crespo,Fernanfloo,El rubius ,Trabajando para ser un buen profesional,No estoy de acuerdo,No estoy de acuerdo,No estoy de acuerdo,Poco de acuerdo,No estoy de acuerdo,Muy de acuerdo ,Muy de acuerdo 
Femenino,15,Provincias Unidas del Ecuador,Guayaquil ,Ejercicios,Televisón,Habilidades,Desacuerdo,Total acuerdo,10,Poco necesarias,Facebook,Distracción,Celular ,Buscador,Televisión,Spotify,Buscador,Celular,13,Obligación ,Solo trabajar ,de 1 a 2 años despues de haberme graduado,Un emprendedor ,De 6 meses a un año ,De $386 a $450,5,4,3,2,1,Es muy importante ahorrar,A logros académicos ,$5.01 - $10 ,Probablemente si ,Si ,Tal vez por algo extra (Dinero),Por el producto y algo de dinero ,Poco creíble,Importante ,Tecnología,Logan y logan,Enchufe tv,Luisito comunica,Dross rotzank,Trabajando para ser un buen profesional,Imparcial,Imparcial,Muy de acuerdo ,Muy de acuerdo ,Muy de acuerdo ,No estoy de acuerdo,No estoy de acuerdo
Femenino,17,Provincias Unidas del Ecuador,Guayaquil ,Cine,Celular,Salud mental,Acuerdo,Acuerdo,7,Muy necesarias ,Facebook,Popularidad,Celular ,Buscador,Netflix,,,,14,Desarrollo de conocimiento ,Ambas,,Un empleado en empresa multinacional ,,,5,4,2,2,1,Es muy importante ahorrar,A logros académicos ,$1 - $5,Seguro que sí,Si ,Tal vez por algo extra (Dinero),Por el producto y algo de dinero ,Poco creíble,Poco importante ,Deporte ,wallas da silva,,Yuya,Paulette,Trabajando para ser un buen profesional,No estoy de acuerdo,No estoy de acuerdo,No estoy de acuerdo,De acuerdo,De acuerdo,Muy de acuerdo ,De acuerdo
Masculino,14,Provincias Unidas del Ecuador,Guayaquil ,internet,Celular,Salud mental,Acuerdo,Acuerdo,9,Puedo vivir sin ellas,,Distracción,Celular ,Buscador,Youtube ,Spotify,Wikipedia,Play Station,,Vocación ,Ambas,De 6 meses a un año de haberme graduado ,Un emprendedor ,Más de 2 años,El total del salario basico ,5,2,3,4,5,Es importante pero hay que pensar también en el presente,A logros personales ,$20.01 - $30,Probablemente no ,No ,Puede ser a cambio de un producto ,No lo haría,Lo tomas en consideración ,Poco importante ,Deporte ,,,Yuya,Calle y Poche,Ninguna,No estoy de acuerdo,Muy de acuerdo,No estoy de acuerdo,No estoy de acuerdo,Poco de acuerdo,Imparcial,De acuerdo
Masculino,15,Provincias Unidas del Ecuador,Guayaquil ,Lectura,Celular,Salud mental,Indiferente,Total acuerdo,7,Muy necesarias ,Instagram ,Facilidad de uso,Celular ,Redes Sociales,Youtube ,,,,10,Desarrollo de conocimiento ,Ambas,Apenas esté graduado/a del colegio,Un empleado en empresa multinacional ,Menos de 6 meses ,De $386 a $450,4,4,4,4,1,Es muy importante ahorrar,A logros académicos ,$5.01 - $10 ,Probablemente si ,Si ,Tal vez por algo extra (Dinero),Por el producto y algo de dinero ,Es verdad,Muy importante ,Tecnología,Los trix,,,La divaza,Trabajando para ser un buen profesional,Muy de acuerdo,No estoy de acuerdo,Imparcial,Imparcial,Muy de acuerdo ,Muy de acuerdo ,Muy de acuerdo 
Masculino,17,Santiago Mayor,Guayaquil ,Otros,Televisón,Actitud,Acuerdo,Indiferente,9,Necesarias,Instagram ,Distracción,Celular ,Buscador,Netflix,Spotify,Safari,Instagram ,13,Dinero,Ambas,Apenas esté graduado/a del colegio,Un emprendedor ,Menos de 6 meses ,De $386 a $450,2,3,4,2,1,Es muy importante ahorrar,A logros personales ,$1 - $5,Probablemente no ,Si ,Tal vez por algo extra (Dinero),"Si, solo por el producto ",Lo tomas en consideración ,Poco importante ,Moda ,,,Luisito comunica,La divaza,Trabajando para ser un buen profesional,De acuerdo,Muy de acuerdo,Imparcial,Muy de acuerdo ,Muy de acuerdo ,Poco de acuerdo,Poco de acuerdo 
Masculino,18,Santiago Mayor,Guayaquil ,Cine,Celular,Apariencia física,Total acuerdo,Acuerdo,2,Necesarias,Instagram ,Popularidad,Celular ,Bibliotecas virtuales / repositorios,Youtube ,Spotify,Wikipedia,Netflix ,5,Dinero,Ambas,Apenas esté graduado/a del colegio,Un emprendedor ,De 6 meses a un año ,De $386 a $450,4,4,3,3,2,Es muy importante ahorrar,Al factor económico ,$20.01 - $30,Seguro que sí,Si ,Tal vez por algo extra (Dinero),Por el producto y mostrar la imagen personal,Lo tomas en consideración ,Importante ,Moda ,Samara Montero,Jota,Kim Kardashian,La divaza,Con una familia establecida,Poco de acuerdo,Muy de acuerdo,Poco de acuerdo,Imparcial,De acuerdo,Imparcial,Imparcial
Femenino,13,Provincias Unidas del Ecuador,Guayaquil ,internet,Celular,Habilidades,Acuerdo,Total acuerdo,7,Muy necesarias ,Twitter,Privacidad,Celular ,Buscador,,,,,11,Desarrollo de conocimiento ,Ambas,De 6 meses a un año de haberme graduado ,Un empleado en una empresa local,De 6 meses a un año ,El total del salario basico ,3,4,5,3,1,Es muy importante ahorrar,A logros académicos ,$5.01 - $10 ,Seguro que no ,Si ,No estaría dispuesto,"Si, solo por el producto ",Poco creíble,Importante ,Tecnología,,,,,Con una familia establecida,No estoy de acuerdo,Poco de acuerdo,No estoy de acuerdo,Imparcial,De acuerdo,De acuerdo,De acuerdo
Femenino,13,Provincias Unidas del Ecuador,Guayaquil ,internet,Televisón,Conocimientos,Desacuerdo,Indiferente,8,Imprescindibles ,Facebook,Distracción,Celular ,Buscador,Celular,Celular,Celular,Televisión,10,Desarrollo de conocimiento ,Solo estudiar ,De 6 meses a un año de haberme graduado ,Un emprendedor ,Más de 2 años,De $386 a $450,3,4,1,2,5,Es importante pero hay que pensar también en el presente,A logros académicos ,$5.01 - $10 ,Probablemente si ,Si ,Puede ser a cambio de un producto ,Por el producto y algo de dinero ,Lo tomas en consideración ,Poco importante ,Moda ,La vecina,Napo Mata,Pautips,Yuya,Trabajando para ser un buen profesional,No estoy de acuerdo,No estoy de acuerdo,No estoy de acuerdo,Poco de acuerdo,No estoy de acuerdo,Muy de acuerdo ,Muy de acuerdo 
Femenino,13,Provincias Unidas del Ecuador,Guayaquil ,Ejercicios,Televisón,Habilidades,Desacuerdo,Total acuerdo,5,Necesarias,Facebook,Distracción,Celular ,Buscador,Celular,Celular,Noticias ,Celular,10,Desarrollo de conocimiento ,Solo estudiar ,De 6 meses a un año de haberme graduado ,Un emprendedor ,Más de 2 años,De $386 a $450,2,2,3,4,1,Es muy importante ahorrar,A logros académicos ,$1 - $5,Probablemente si ,Si ,Puede ser a cambio de un producto ,Por el producto y algo de dinero ,Lo tomas en consideración ,Poco importante ,Académico,Los trix,Jota,Alexo Strecci,Badabun,Trabajando para ser un buen profesional,Imparcial,Imparcial,Muy de acuerdo ,Muy de acuerdo ,Muy de acuerdo ,No estoy de acuerdo,No estoy de acuerdo
Masculino,17,Montessori,Guayaquil ,Cine,Celular,Salud mental,Acuerdo,Acuerdo,5,Necesarias,Twitter,Privacidad,Celular ,Buscador,Netflix,Music Downloader,Google,Facebook,11,Desarrollo de conocimiento ,Ambas,de 1 a 2 años despues de haberme graduado,Un empleado en una empresa local,De 6 meses a un año ,De $386 a $450,5,2,1,5,4,Es importante pero hay que pensar también en el presente,Al factor económico ,$20.01 - $30,Probablemente si ,Si ,Puede ser a cambio de un producto ,Por el producto y algo de dinero ,Lo tomas en consideración ,Importante ,Viajes ,Logan y logan,Scarlett Cordova,Luisito comunica,Rudy Mancuso,Viajando por el mundo,Imparcial,Imparcial,Muy de acuerdo ,Muy de acuerdo ,Muy de acuerdo ,Imparcial,Muy de acuerdo 
Masculino,15,Provincias Unidas del Ecuador,Guayaquil ,Televisión,Tablet,Habilidades,Acuerdo,Acuerdo,4,Muy necesarias ,Instagram ,Distracción,Celular ,Bibliotecas virtuales / repositorios,Netflix,Youtube ,Noticias ,Facebook,11,Estatus y poder,Ambas,De 6 meses a un año de haberme graduado ,Un emprendedor ,De un año a año y medio ,El total del salario basico ,3,2,4,1,5,No es importante porque hay que hacer compras necesarias en el presente,A logros académicos ,$5.01 - $10 ,Probablemente si ,No ,Puede ser a cambio de un producto ,Por el producto y algo de dinero ,Lo tomas en consideración ,Importante ,Deporte ,Alechblog,,Juanpa Zurita,,Trabajando para ser un buen profesional,De acuerdo,Imparcial,De acuerdo,De acuerdo,De acuerdo,Imparcial,De acuerdo
Femenino,14,Provincias Unidas del Ecuador,Guayaquil ,RR.SS.,Celular,Salud mental,Total acuerdo,Acuerdo,6,Puedo vivir sin ellas,Facebook,Distracción,Celular ,Buscador,Netflix,Youtube ,Google,Facebook,14,Aspiración,Ambas,De 6 meses a un año de haberme graduado ,Un empleado en empresa multinacional ,De año y medio a 2 años ,De $451 a $550,4,3,1,3,4,Es muy importante ahorrar,Al reconocimiento social ,$5.01 - $10 ,Probablemente no ,Si ,Tal vez por algo extra (Dinero),Por el producto y mostrar la imagen personal,Lo tomas en consideración ,Poco importante ,Moda ,Scarlett Cordova,Samantha Intriago,Lele Pons,Calle y Poche,Trabajando para ser un buen profesional,Poco de acuerdo,Muy de acuerdo,Imparcial,De acuerdo,Muy de acuerdo ,De acuerdo,Imparcial
Masculino,13,Provincias Unidas del Ecuador,Guayaquil ,internet,Celular,Habilidades,Desacuerdo,Indiferente,8,Necesarias,Instagram ,Facilidad de uso,Ipad/tablet,Redes Sociales,Youtube ,Youtube ,Google,Facebook,10,Estatus y poder,Ambas,de 1 a 2 años despues de haberme graduado,Un empleado en una empresa local,Más de 2 años,Menos que el salario básico unificado ,3,3,2,2,4,Es importante pero hay que pensar también en el presente,Al factor económico ,$20.01 - $30,Seguro que sí,Si ,Puede ser a cambio de un producto ,"Si, solo por el producto ",Es verdad,Muy importante ,Académico,Paulova Palacios,Marilyn Macias,Kylie Jenner,Lucia Bellido,Con una familia establecida,De acuerdo,Muy de acuerdo,Poco de acuerdo,Poco de acuerdo,Poco de acuerdo,Imparcial,Muy de acuerdo 
Femenino,15,ipac,Samborondon,internet,Televisón,Salud mental,Total acuerdo,Acuerdo,6,Muy necesarias ,Snapchat,Popularidad,Celular ,Video,Youtube ,Spotify,Google,Youtube ,6,Obligación ,Ambas,De 6 meses a un año de haberme graduado ,Un emprendedor ,De 6 meses a un año ,De $451 a $550,1,3,4,2,5,Es importante pero hay que pensar también en el presente,A logros académicos ,$20.01 - $30,Probablemente si ,Si ,Puede ser a cambio de un producto ,"Si, solo por el producto ",Poco creíble,Poco importante ,deporte,flaca guerrero,,usain bolt,greizman,haciendo estudios de posgrado,de acuerdo,de acuerdo,de acuerdo,de acuerdo,Muy de acuerdo ,de acuerdo,De acuerdo
Masculino,16,ipac,Guayaquil ,RR.SS.,Televisón,Conocimientos,Acuerdo,Acuerdo,6,Muy necesarias ,Instagram ,Distracción,Celular ,Buscador,Youtube ,Spotify,Noticias ,futbol,12,Dinero,Ambas,De 6 meses a un año de haberme graduado ,Un emprendedor ,Más de 2 años,De $386 a $450,1,5,4,3,2,Es importante pero hay que pensar también en el presente,A logros académicos ,$5.01 - $10 ,Seguro que sí,Si ,Tal vez por algo extra (Dinero),Por el producto y algo de dinero ,Lo tomas en consideración ,importante,deporte,,,,,haciendo estudios de posgrado,imparcial,imparcial,de acuerdo,de acuerdo,imparcial,Muy de acuerdo ,Imparcial
Masculino,16,ipac,Samborondon,Ejercicios,Celular,Habilidades,Desacuerdo,Desacuerdo ,6,Poco necesarias,Instagram ,Popularidad,Celular ,Video,Youtube ,Spotify,Google,Youtube ,9,Vocación ,Ambas,Apenas esté graduado/a del colegio,Un emprendedor ,De un año a año y medio ,Más de $550,5,3,4,2,1,Es muy importante ahorrar,A logros personales ,$1 - $5,Seguro que sí,Si ,Puede ser a cambio de un producto ,Por el producto y algo de dinero ,Poco creíble,Poco importante ,deporte,aleechblog,genio demente,luisito comunica,,trabajando para ser un buen profesional,no estoy de acuerdo ,no estoy de acuerdo ,imparcial,imparcial,Muy de acuerdo ,Muy de acuerdo ,De acuerdo
Masculino,14,Aleman Humboldt,Samborondon,Cine,Televisón,Conocimientos,Indiferente,Acuerdo,8,Muy necesarias ,Instagram ,Privacidad,Celular ,Buscador,Youtube ,Youtube ,Google,Youtube ,11,Dinero,Ambas,Apenas esté graduado/a del colegio,Un empleado en empresa multinacional ,Más de 2 años,De $386 a $450,5,1,2,3,4,Es importante pero hay que pensar también en el presente,A logros académicos ,$5.01 - $10 ,Seguro que sí,Si ,Tal vez por algo extra (Dinero),Por el producto y algo de dinero ,Lo tomas en consideración ,muy importante ,Tecnología,susana rivadeneira,pamela cortez,steven job,mark zuckerberg,trabajando para ser un buen profesional,no estoy de acuerdo ,imparcial,imparcial,poco de acuerdo,de acuerdo,Muy de acuerdo ,De acuerdo
Masculino,14,ipac,Samborondon,Cine,Tablet,Conocimientos,Acuerdo,Acuerdo,4,Muy necesarias ,Instagram ,Popularidad,Celular ,Video,Youtube ,Spotify,eluniverso.com,Netflix ,12,Desarrollo de conocimiento ,Solo estudiar ,De 6 meses a un año de haberme graduado ,Un empleado en una empresa local,De un año a año y medio ,Más de $550,5,2,1,4,3,Es muy importante ahorrar,A logros académicos ,$1 - $5,Seguro que sí,Si ,Puede ser a cambio de un producto ,Por el producto y algo de dinero ,Lo tomas en consideración ,importante,moda,genio demente,,luisito comunica,,con una familia establecida,no estoy de acuerdo ,no estoy de acuerdo ,no estoy de acuerdo ,poco de acuerdo,poco de acuerdo,Muy de acuerdo ,De acuerdo
Masculino,15,ipac,Samborondon,internet,Televisón,Conocimientos,Indiferente,Total acuerdo,8,Muy necesarias ,Instagram ,Popularidad,Celular ,Buscador,Youtube ,Youtube ,Youtube ,Youtube ,12,Estatus y poder,Ambas,De 6 meses a un año de haberme graduado ,Un empleado en empresa multinacional ,De 6 meses a un año ,De $451 a $550,1,4,5,3,2,No es importante porque hay que hacer compras necesarias en el presente,A logros académicos ,$5.01 - $10 ,Seguro que sí,Si ,Tal vez por algo extra (Dinero),Por el producto y algo de dinero ,Lo tomas en consideración ,importante,Tecnología,genio demente,,,,trabajando para ser un buen profesional,de acuerdo,de acuerdo,imparcial,de acuerdo,de acuerdo,de acuerdo,Imparcial
Masculino,15,ipac,daule,internet,Tablet,Conocimientos,Total desacuerdo,Indiferente,10,Poco necesarias,Snapchat,Popularidad,Celular ,Video,Youtube ,Spotify,Google,Netflix ,12,Desarrollo de conocimiento ,Solo trabajar ,de 1 a 2 años despues de haberme graduado,Un empleado en una empresa local,De 6 meses a un año ,De $451 a $550,2,3,4,5,1,Es muy importante ahorrar,A logros académicos ,$5.01 - $10 ,Probablemente si ,Si ,Tal vez por algo extra (Dinero),Por el producto y algo de dinero ,Poco creíble,Poco importante ,Tecnología,,,,,con una familia establecida,poco de acuerdo,imparcial,imparcial,de acuerdo,Muy de acuerdo ,Muy de acuerdo ,De acuerdo
Masculino,15,ipac,Samborondon,internet,Televisón,Apariencia física,Total desacuerdo,Acuerdo,7,Poco necesarias,Facebook,Distracción,Celular ,Buscador,Youtube ,Spotify,Google,Youtube ,12,Desarrollo de conocimiento ,Ambas,De 6 meses a un año de haberme graduado ,Un emprendedor ,De 6 meses a un año ,De $451 a $550,2,5,3,4,1,Es muy importante ahorrar,Al factor económico ,$10.01 - $20,Probablemente no ,Si ,No estaría dispuesto,No lo haría,Nada creíble  ,nada importante,ninguna ,,,,,trabajando para ser un buen profesional,muy de acuerdo,de acuerdo,de acuerdo,imparcial,de acuerdo,de acuerdo,De acuerdo
Masculino,15,ipac,Samborondon,RR.SS.,Televisón,Conocimientos,Acuerdo,Acuerdo,6,Necesarias,Facebook,Popularidad,Celular ,Video,Youtube ,Spotify,Google,Netflix ,10,Desarrollo de conocimiento ,Ambas,De 6 meses a un año de haberme graduado ,Un emprendedor ,De 6 meses a un año ,De $451 a $550,5,4,3,2,1,Es muy importante ahorrar,A logros académicos ,$20.01 - $30,Seguro que no ,Si ,No estaría dispuesto,No lo haría,Nada creíble  ,Poco importante ,ninguna ,,,,,haciendo estudios de posgrado,no estoy de acuerdo ,poco de acuerdo,imparcial,imparcial,de acuerdo,Muy de acuerdo ,Imparcial
Femenino,18,ipac,Samborondon,RR.SS.,Computadora,Habilidades,Indiferente,Total desacuerdo,6,Necesarias,Instagram ,Facilidad de uso,Celular ,Buscador,Youtube ,Youtube ,Google,candy crush,15,Libertad,Ambas,De 6 meses a un año de haberme graduado ,Un empleado en empresa multinacional ,De año y medio a 2 años ,Más de $550,5,3,2,4,1,Es importante pero hay que pensar también en el presente,A logros académicos ,$20.01 - $30,Probablemente si ,Si ,Tal vez por algo extra (Dinero),Por el producto y algo de dinero ,Lo tomas en consideración ,nada importante,moda,gabriela pazmiño,jonathan estrada,yuya,sascha fitness,trabajando para ser un buen profesional,poco de acuerdo,no estoy de acuerdo ,no estoy de acuerdo ,Muy de acuerdo ,de acuerdo,Muy de acuerdo ,Muy de acuerdo 
Femenino,15,ipac,daule,Televisión,Televisón,Conocimientos,Indiferente,Indiferente,3,Necesarias,Facebook,Facilidad de uso,Celular ,Buscador,Youtube ,Spotify,Noticias ,Series,12,Dinero,Ambas,De 6 meses a un año de haberme graduado ,Un emprendedor ,Más de 2 años,De $386 a $450,1,5,4,3,2,Es importante pero hay que pensar también en el presente,A logros académicos ,$5.01 - $10 ,Seguro que sí,Si ,Tal vez por algo extra (Dinero),Por el producto y algo de dinero ,Lo tomas en consideración ,importante,Tecnología,lavinia valbonesi,,sascha fitness,peggys food,trabajando para ser un buen profesional,imparcial,de acuerdo,imparcial,Muy de acuerdo ,poco de acuerdo,de acuerdo,Imparcial
Femenino,16,ipac,Guayaquil ,Cine,Celular,Actitud,Acuerdo,Total acuerdo,6,Muy necesarias ,Instagram ,Distracción,Celular ,Buscador,Youtube ,Spotify,Google,Netflix ,12,Estatus y poder,Ambas,De 2 a 3 años después de haberme graduado,Un empleado en empresa multinacional ,De año y medio a 2 años ,Más de $550,2,5,4,1,3,Es importante pero hay que pensar también en el presente,A logros académicos ,$20.01 - $30,Probablemente si ,Si ,Tal vez por algo extra (Dinero),Por el producto y algo de dinero ,Lo tomas en consideración ,Poco importante ,viajes,efrain ruales,flaca guerrero,yuya,sascha fitness,trabajando para ser un buen profesional,no estoy de acuerdo ,Muy de acuerdo,poco de acuerdo,de acuerdo,de acuerdo,Muy de acuerdo ,De acuerdo
Femenino,18,ipac,Samborondon,Televisión,Celular,Conocimientos,Acuerdo,Acuerdo,7,Necesarias,Twitter,Distracción,Celular ,Buscador,Youtube ,Spotify,Google,Netflix ,13,Aspiración,Solo estudiar ,De 2 a 3 años después de haberme graduado,Un emprendedor ,De año y medio a 2 años ,De $386 a $450,1,4,5,2,3,Es muy importante ahorrar,A logros académicos ,$20.01 - $30,Seguro que sí,Si ,Puede ser a cambio de un producto ,Por el producto y algo de dinero ,Lo tomas en consideración ,importante,Tecnología,michella pincay,,yuya,break con valen,con una familia establecida,no estoy de acuerdo ,no estoy de acuerdo ,no estoy de acuerdo ,no estoy de acuerdo ,de acuerdo,Muy de acuerdo ,Muy de acuerdo 
Femenino,17,ipac,daule,Televisión,Celular,Actitud,Indiferente,Indiferente,2,Necesarias,Facebook,Facilidad de uso,Celular ,Enciclopedias Virtuales,Youtube ,Spotify,Google,Netflix ,13,Dinero,Ambas,De 6 meses a un año de haberme graduado ,Un emprendedor ,De un año a año y medio ,De $386 a $450,3,5,4,1,2,Es muy importante ahorrar,A logros académicos ,$10.01 - $20,Probablemente si ,Si ,Tal vez por algo extra (Dinero),Por el producto y algo de dinero ,Lo tomas en consideración ,Poco importante ,Académico,gabriela pazmiño,,kika nieto,caeli,viajando por el mundo,no estoy de acuerdo ,no estoy de acuerdo ,no estoy de acuerdo ,poco de acuerdo,imparcial,Muy de acuerdo ,Imparcial
Femenino,14,ipac,daule,Lectura,Tablet,Actitud,Indiferente,Indiferente,10,Necesarias,Instagram ,Facilidad de uso,Celular ,Bibliotecas virtuales / repositorios,roku,Spotify,Google,nintendo,10,Desarrollo de conocimiento ,Solo estudiar ,de 1 a 2 años despues de haberme graduado,Un empleado en una empresa local,De un año a año y medio ,De $451 a $550,1,5,4,3,2,Es importante pero hay que pensar también en el presente,A logros académicos ,$10.01 - $20,Probablemente si ,Si ,Tal vez por algo extra (Dinero),Por el producto y algo de dinero ,Lo tomas en consideración ,Poco importante ,moda,maria paulina escobar,chito vera,sascha fitness,pautips,con una familia establecida,no estoy de acuerdo ,no estoy de acuerdo ,no estoy de acuerdo ,de acuerdo,de acuerdo,Muy de acuerdo ,Muy de acuerdo 
